"fuente","articulo","tema","subtema","texto del articulo","categorias","resumen explicativo"
"LEY 100 DE 1993",158,"Acceso a beneficios de salud para desmovilizados","Régimen subsidiado temporal","Beneficios para desmovilizados. Los colombianos que, acogiéndose a procesos de paz, se hayan desmovilizado, o lo hagan en el futuro, tendrán derecho a los beneficios del régimen subsidiado en salud contenido en la presente Ley, mientras no se afilien al régimen contributivo en virtud de relación de contrato de trabajo.","Desmovilizados de procesos de paz, Régimen subsidiado, Cobertura hasta ingreso al régimen contributivo","Los desmovilizados tienen derecho a beneficios de salud en el régimen subsidiado hasta afiliarse al contributivo."
"LEY 100 DE 1993",159,"Derechos de los afiliados","Acceso, atención y participación","Garantías de los afiliados. Se garantiza a los afiliados al Sistema General de Seguridad Social en Salud la debida organización y prestación del servicio público de salud, en los siguientes términos: 1. La atención de los servicios del Plan Obligatorio de Salud del artículo 162 por parte de la entidad promotora de salud respectiva a través de las instituciones prestadoras de servicios adscritas. 2. La atención de urgencias en todo el territorio nacional. 3. La libre escogencia y traslado entre Entidades Promotoras de Salud, sea la modalidad de afiliación individual o colectiva, de conformidad con los procedimientos, tiempos, límites y efectos que determine el Gobierno Nacional dentro de las condiciones previstas en esta Ley. 4. La escogencia de las Instituciones Prestadoras de Servicios y de los profesionales entre las opciones que cada Entidad Promotora de Salud ofrezca dentro de su red de servicios. 5. La participación de los afiliados, individualmente o en sus organizaciones, en todas las instancias de asociación, representación, veeduría de las entidades rectoras, promotoras y prestadoras y del Sistema de Seguridad Social en Salud.","Atención del POS, Urgencias, Libre escogencia de EPS, Elección de IPS y profesionales, Participación y veeduría","Garantiza a los afiliados atención integral, urgencias, libertad de elección y participación en control del sistema."
"LEY 100 DE 1993",160,"Obligaciones de los usuarios","Cumplimiento y cuidado en salud","Deberes de los Afiliados y Beneficiarios. Son deberes de los afiliados y beneficiarios del Sistema General de Seguridad Social en Salud los siguientes: 1. Procurar el cuidado integral de su salud y la de su comunidad. 2. Afiliarse con su familia al Sistema General de Seguridad Social en salud. 3. Facilitar el pago, y pagar cuando le corresponda, las cotizaciones y pagos obligatorios a que haya lugar. 4. Suministrar información veraz, clara y completa sobre su estado de salud y los ingresos base de cotización. 5. Vigilar el cumplimiento de las obligaciones contraídas por los empleadores a las que se refiere la presente Ley. 6. Cumplir las normas, reglamentos e instrucciones de las instituciones y profesionales que le prestan atención en salud. 7. Cuidar y hacer uso racional de los recursos, las instalaciones, la dotación, así como de los servicios y prestaciones sociales y laborales. 8. Tratar con dignidad al personal humano que lo atiende y respetar la intimidad de los demás pacientes.","Cuidado integral, Afiliación familiar, Pago de cotizaciones, Información veraz, Vigilancia a empleadores, Cumplimiento de normas, Uso racional de recursos, Respeto al personal y pacientes","Define las responsabilidades de los afiliados en cuidado, pago de aportes, veracidad, respeto y uso racional de recursos."
"LEY 100 DE 1993",161,"Obligaciones de los empleadores","Afiliación, cotizaciones y ambiente laboral","Deberes de los Empleadores. Como integrantes del Sistema General de Seguridad Social en Salud, los empleadores, cualquiera que sea la entidad o institución en nombre de la cual vinculen a los trabajadores, deberán: 1. Inscribir en alguna Entidad Promotora de Salud a todas las personas que tengan alguna vinculación laboral, sea ésta, verbal o escrita, temporal o permanente. La afiliación colectiva en ningún caso podrá coartar la libertad de elección del trabajador sobre la Entidad Promotora de Salud, a la cual prefiera afiliarse, de conformidad con el reglamento. 2. En consonancia con el artículo 22 de esta Ley, contribuir al financiamiento del Sistema General de Seguridad Social en Salud, mediante acciones como las siguientes: a) Pagar cumplidamente los aportes que le corresponden, de acuerdo con el artículo 204. b) Descontar de los ingresos laborales las cotizaciones que corresponden a los trabajadores a su servicio; c) Girar oportunamente los aportes y las cotizaciones a la Entidad Promotora de Salud, de acuerdo con la reglamentación que expida el Gobierno. 3. Informar las novedades laborales de sus trabajadores a la entidad a la cual están afiliados, en materias tales como el nivel de ingresos y sus cambios, las vinculaciones y retiros de trabajadores. Así mismo, informar a los trabajadores sobre las garantías y las obligaciones que les asisten en el Sistema General de Seguridad Social en Salud. 4. Garantizar un medio ambiente laboral sano, que permita prevenir los riesgos de trabajo y enfermedad profesional, mediante la adopción de los sistemas de seguridad industrial y la observancia de las normas de salud ocupacional y seguridad social. PARÁGRAFO . Los empleadores que no observen lo dispuesto en el presente artículo estarán sujetos a las mismas sanciones previstas en los artículos 22 y 23 del Libro Primero de esta Ley. Además, los perjuicios por la negligencia en la información laboral, incluyendo la subdeclaración de ingresos, corren a cargo del patrono. La atención de los accidentes de trabajo, riesgos y eventualidades por enfermedad general, maternidad y ATEP serán cubiertos en su totalidad por el patrono en caso de no haberse efectuado la inscripción del trabajador o no gire oportunamente las cotizaciones en la entidad de seguridad social correspondiente.","Afiliación de trabajadores, Financiamiento del sistema, Pago de aportes, Reporte de novedades, Ambiente laboral seguro, Sanciones por incumplimiento","Los empleadores deben afiliar a trabajadores, aportar cotizaciones, garantizar seguridad laboral y responder por incumplimientos."
"LEY 100 DE 1993",162,"Cobertura del POS","Protección integral y progresiva","Plan de Salud Obligatorio. El Sistema General de Seguridad Social de Salud crea las condiciones de acceso a un Plan Obligatorio de Salud para todos los habitantes del territorio nacional antes del año 2001. Este Plan permitirá la protección integral de las familias a la maternidad y enfermedad general, en las fases de promoción y fomento de la salud y la prevención, diagnóstico, tratamiento y rehabilitación para todas las patologías, según la intensidad de uso y los niveles de atención y complejidad que se definan. Para los afiliados cotizantes según las normas del régimen contributivo, el contenido del Plan Obligatorio de Salud que defina el Consejo Nacional de Seguridad Social en Salud será el contemplado por el Decreto-Ley 1650 de 1977 y sus reglamentaciones, incluyendo la provisión de medicamentos esenciales en su presentación genérica. Para los otros beneficiarios de la familia del cotizante el Plan Obligatorio de Salud será similar al anterior pero en su financiación concurrirán los pagos moderadores, especialmente en el primer nivel de atención, en los términos del artículo 188 de la presente Ley. Para los afiliados según las normas del régimen subsidiado, el Consejo Nacional de Seguridad Social en Salud diseñará un programa para que sus beneficiarios alcancen e 1 Plan Obligatorio del Sistema Contributivo en forma progresiva antes del año 2001. En su punto de partida, el plan incluirá servicios de salud del primer nivel por un valor equivalente al 50% de la unidad de pago por capitación del sistema contributivo. Los servicios del segundo y tercer nivel se incorporarán progresivamente al plan de acuerdo con su aporte a los años de vida saludables. PARÁGRAFO 1. En el período de transición, la población del régimen subsidiado obtendrá los servicios hospitalarios de mayor complejidad en los hospitales públicos del subsector oficial de salud y en los de los hospitales privados con los cuales el Estado tenga contrato de prestación de servicios. PARÁGRAFO 2. Los servicios de salud incluidos en el Plan Obligatorio de Salud serán actualizados por el Consejo Nacional de Seguridad Social en Salud, de acuerdo con los cambios en la estructura demográfica de la población, el perfil epidemiológico nacional, la tecnología apropiada disponible en el país y las condiciones financieras del sistema. PARÁGRAFO 3. La Superintendencia Nacional de Salud verificará la conformidad de la prestación del Plan Obligatorio de Salud por cada Entidad Promotora de Salud en el territorio nacional con lo dispuesto por el Consejo Nacional de Seguridad Social en Salud y el Gobierno Nacional. PARÁGRAFO 4. Toda Entidad Promotora de Salud reasegurará los riesgos derivados de la atención de enfermedades calificadas por el Consejo Nacional de Seguridad Social como de alto costo. PARÁGRAFO 5. Para la prestación de los servicios del Plan Obligatorio de Salud, todas las Entidades Promotoras de Salud establecerán un sistema de referencia, y contrarreferencia para que el acceso a los servicios de alta complejidad se realicen por el primer nivel de atención, excepto en los servicios de urgencias. El Gobierno Nacional, sin perjuicio del sistema que corresponde a las entidades territoriales, establecerá las normas.","Acceso universal antes de 2001, Protección familiar integral, Fases de prevención, diagnóstico y tratamiento, Régimen contributivo y subsidiado, Servicios hospitalarios de alta complejidad, Actualización de servicios, Verificación de Superintendencia, Reaseguro alto costo, Referencia y contrarreferencia, Normas de urgencias","El POS asegura protección integral y progresiva, cobertura universal antes de 2001, servicios hospitalarios y actualización continua."
"LEY 100 DE 1993",163,"Beneficiarios del POS","Cobertura familiar y dependientes","La Cobertura Familiar. El Plan de Salud Obligatorio de Salud tendrá cobertura familiar. Para estos efectos, serán beneficiarios del Sistema el (o la) cónyuge o el compañero o la compañera permanente del afiliado cuya unión sea superior a 2 años; los hijos menores de 18 años de cualquiera de los cónyuges, que haga parte del núcleo familiar y que dependan económicamente de éste; los hijos mayores de 18 años con incapacidad permanente o aquellos que tengan menos de 25 años, sean estudiantes con dedicación exclusiva y dependan económicamente del afiliado. A falta de cónyuge, compañero o compañera permanente, e hijos con derecho, la cobertura familiar podrá extenderse a los padres del afiliado no pensionados que dependan económicamente de éste. PARÁGRAFO 1. El Gobierno Nacional reglamentará la inclusión de los hijos que, por su incapacidad permanente, hagan parte de la cobertura familiar. PARÁGRAFO 2. Todo niño que nazca después de la vigencia de la presente Ley quedará automáticamente como beneficiario de la Entidad Promotora de Salud a la cual esté afiliada su madre. El Sistema General de Seguridad Social en Salud reconocerá a la Entidad Promotora de Salud la Unidad de Pago por Capitación correspondiente, de conformidad con lo previsto en el artículo 161 de la presente Ley.","Cónyuge o compañero permanente (>2 años), Hijos menores de 18 dependientes, Hijos con incapacidad permanente, Hijos menores de 25 estudiantes dependientes, Padres dependientes no pensionados, Recién nacidos afiliados automáticamente, UPC correspondiente","El POS cubre cónyuges, hijos y padres dependientes, con reglas especiales para hijos discapacitados y recién nacidos."
"LEY 100 DE 1993",164,"Restricciones sobre enfermedades preexistentes","Acceso a servicios y limitaciones de cotización","Preexistencias. En el Sistema General de Seguridad en Salud, las Empresas Promotoras de Salud no podrán aplicar preexistencias a sus afiliados. El acceso a la prestación de algunos servicios de alto costo para personas que se afilien al Sistema podrá estar sujeto a períodos mínimos de cotización que en ningún caso podrán exceder 100 semanas de afiliación al Sistema, de las cuales al menos 26 semanas deberán haber sido pagadas en el último año. Para períodos menores de cotización, el acceso a dichos servicios requerirá un pago por parte del usuario, que se establecerá de acuerdo con su capacidad socioeconómica. En el régimen subsidiado, no se podrán establecer períodos de espera para la atención del parto y los menores de un año. En este caso, las Instituciones Prestadoras de Servicios de Salud que atiendan tales intervenciones repetirán contra la subcuenta de solidaridad del Fondo de Solidaridad y Garantía, de acuerdo con el reglamento. PARÁGRAFO . Cuando se encuentre que alguna Entidad Promotora de Salud aplique preexistencias a algún afiliado, la Superintendencia de Salud podrá aplicar multas hasta por dos veces el valor estimado del tratamiento de la enfermedad excluida. Este recaudo se destinará al Fondo de Solidaridad y Garantía. Cada vez que se reincida, se duplicará el valor de la multa.","Prohibición de exclusiones por preexistencias, Períodos mínimos de cotización (26-100 semanas), Pago según capacidad socioeconómica, Régimen subsidiado sin espera para parto y menores de un año, Sanciones a EPS infractoras, Multas al Fondo de Solidaridad","Se prohíbe exclusión por preexistencias, estableciendo períodos mínimos de cotización y sanciones a EPS infractoras."
"LEY 100 DE 1993",165,"Plan de atención complementaria","Intervenciones colectivas e individuales","Atención Básica. El Ministerio de Salud definirá un plan de atención básica que complemente las acciones previstas en el Plan Obligatorio de Salud de esta Ley y las acciones de saneamiento ambiental. Este plan estará constituido por aquellas intervenciones que se dirigen directamente a la colectividad o aquellas que son dirigidas a los individuos pero tienen altas externalidades, tales como la información pública, la educación y fomento de la salud, el control de consumo de tabaco, alcohol y sustancias psicoactivas, la complementación nutricional y planificación familiar, la desparasitación escolar, el control de vectores y las campañas nacionales de prevención, detección precoz y control de enfermedades transmisibles como el sida, la tuberculosis y la lepra, y de enfermedades tropicales como la malaria. La prestación del plan de atención básica será gratuita y obligatoria. La financiación de este plan será garantizada por recursos fiscales del Gobierno Nacional, complementada con recursos de los entes territoriales.","Educación en salud, Control de tabaco, alcohol y drogas, Planificación familiar, Desparasitación escolar, Control de vectores, Prevención de enfermedades transmisibles (SIDA, tuberculosis, lepra), Prevención de enfermedades tropicales (malaria), Gratuidad y obligatoriedad, Financiación nacional y territorial","Define un plan de atención básica gratuito y obligatorio que complementa el POS con intervenciones de salud pública."
"LEY 100 DE 1993",166,"Protección materno-infantil","Servicios, subsidios y programas","Atención Materno Infantil. El Plan Obligatorio de Salud para las mujeres en estado de embarazo cubrirá los servicios de salud en el control prenatal, la atención del parto, el control del posparto y la atención de las afecciones relacionadas directamente con la lactancia. El Plan Obligatorio de Salud para los menores de un año cubrirá la educación, información y fomento de la salud, el fomento de la lactancia materna, la vigilancia del crecimiento y desarrollo, la prevención de la enfermedad, incluyendo inmunizaciones, la atención ambulatoria, hospitalaria y de urgencias, incluidos los medicamentos esenciales; y la rehabilitación cuando hubiere lugar, de conformidad con lo previsto en la presente Ley y sus reglamentos. Además del Plan Obligatorio de Salud, las mujeres en estado de embarazo y las madres de los niños menores de un año, del régimen subsidiado, recibirán un subsidio alimentario en la forma como lo determinen los planes y programas del instituto Colombiano de Bienestar Familiar y con cargo a éste. PARÁGRAFO 1. Para los efectos de la presente Ley, entiéndase por subsidio alimentario la subvención en especie, consistente en alimentos o nutrientes que se entregan a la mujer gestante y a la madre del menor de un año y que permiten una dieta adecuada. PARÁGRAFO 2. El Gobierno Nacional organizara un programa especial de información y educación de la mujer en aspectos de salud integral y educación sexual en las zonas menos desarrolladas del país. Se dará con prioridad al área rural y a las adolescentes. Para el efecto se destinarán el 2% de los recursos anuales del ICBF, el 10% de los recursos a que se refiere el parágrafo 1. del artículo 10 de la Ley 60 de 1993 y el porcentaje de la subcuenta de promoción del Fondo de Solidaridad y Garantía que defina el Gobierno Nacional previa consideración del Consejo Nacional de Seguridad Social en Salud. El Gobierno Nacional reglamentara los procedimientos de ejecución del programa. La parte del programa que se financie con los recursos del ICBF se ejecutará por este mismo instituto.","Control prenatal, Parto, Posparto, Lactancia, Vigilancia del crecimiento, Atención ambulatoria y hospitalaria, Medicamentos esenciales, Rehabilitación, Subsidio alimentario para régimen subsidiado, Programas educativos especiales, Prioridad rural y adolescentes, Financiación ICBF y Fondo de Solidaridad","Garantiza atención integral a mujeres gestantes y menores de un año, con servicios, subsidios y programas educativos especiales."
"LEY 100 DE 1993",167,"Cobertura de emergencias especiales","Atención, indemnización y financiamiento","Riesgos Catastróficos y Accidentes de Tránsito. En los casos de urgencias generadas en accidentes de tránsito, en acciones terroristas ocasionadas por bombas o artefactos explosivos, en catástrofes naturales u otros eventos expresamente aprobados por el Consejo Nacional de Seguridad Social en Salud, los afiliados al Sistema General de Seguridad Social en Salud tendrán derecho al cubrimiento de los servicios médico-quirúrgicos, indemnización por incapacidad permanente y por muerte, gastos funerarios y gastos de transporte al centro asistencial. El Fondo de Solidaridad y Garantía pagara directamente a la institución que haya prestado el servicio a las tarifas que establezca el Gobierno Nacional de acuerdo con los criterios del Consejo Nacional de Seguridad Social en Salud. PARÁGRAFO 1. En los casos de accidentes de tránsito, el cubrimiento de los servicios médico-quirúrgicas y demás prestaciones continuara a cargo de las aseguradoras autorizadas para administrar los recursos del Seguro Obligatorio de Accidentes de Tránsito con las modificaciones de esta Ley. PARÁGRAFO 2. Los demás riesgos aquí previstos serán atendidos con cargo a la subcuenta del Fondo de Solidaridad y Garantía, de acuerdo con la reglamentación que establezca el Gobierno Nacional. PARÁGRAFO 3. El Gobierno Nacional reglamentará los procedimientos de cobro y pago de estos servicios. PARÁGRAFO 4. El Sistema General de Seguridad Social en Salud podrá establecer un sistema de reaseguros para el cubrimiento de los riesgos catastróficos.","Accidentes de tránsito, Actos terroristas, Catástrofes naturales, Servicios médico-quirúrgicos, Indemnización por incapacidad o muerte, Gastos funerarios y transporte, Pago por Fondo de Solidaridad, SOAT en accidentes de tránsito, Reaseguro para riesgos catastróficos, Reglamentación de Gobierno","Asegura cobertura de urgencias y riesgos catastróficos, con financiamiento del Fondo y sistema de reaseguros."
"LEY 100 DE 1993",168,"Atención de urgencias","Acceso universal y financiamiento","Atención Inicial de Urgencias. La atención inicial de urgencias debe ser prestada en forma obligatoria por todas las entidades públicas y privadas que presten servicios de salud, a todas las personas independientemente de la capacidad de pago. Su prestación no requiere contrato ni orden previa. El costo de estos servicios será pagado por el Fondo de Solidaridad y Garantía, en los casos previstos en el artículo anterior, o por la entidad promotora de salud al cual este afiliado en cualquier otro evento. PARÁGRAFO . Los procedimientos de cobro y pago, así como las tarifas de estos servicios serán definidos por el Gobierno Nacional, de acuerdo con las recomendaciones del Consejo Nacional de Seguridad Social en Salud.","Prestación obligatoria por entidades públicas y privadas, Sin contrato u orden previa, Financiamiento por Fondo de Solidaridad o EPS, Tarifas y cobros regulados por Gobierno Nacional","Todas las instituciones deben prestar atención inicial de urgencias, con financiamiento garantizado y regulación de tarifas."
"LEY 100 DE 1993",169,"Planes adicionales al POS","Opciones voluntarias para afiliados","Planes Complementarios. Las entidades Promotoras de Salud podrán ofrecer planes complementarios al Plan de Salud Obligatorio de Salud, que serán financiados en su totalidad por el afiliado con recursos distintos a las cotizaciones obligatorias previstas en el artículo 204 de la presente Ley. PARÁGRAFO . El reajuste del valor de los planes estará sujeto a un régimen de libertad vigilada por parte del Gobierno Nacional.","Planes complementarios ofrecidos por EPS, Financiamiento por afiliados, Recursos distintos a cotizaciones obligatorias, Reajuste bajo libertad vigilada del Gobierno","Permite a EPS ofrecer planes adicionales al POS, financiados por los afiliados, con regulación gubernamental sobre ajustes."
"LEY 100 DE 1993",170,"Autoridad y orientación del sistema","Coordinación nacional y territorial","Dirección del Sistema. El Sistema General de Seguridad Social en Salud está bajo la orientación, regulación, supervisión, vigilancia y control del Gobierno Nacional y del Ministerio de Salud y atenderá las políticas, planes, programas y prioridades del Gobierno en la lucha contra las enfermedades y en el mantenimiento y educación, información y fomento de la salud y la salud de conformidad con el plan de desarrollo económico y social y los planes territoriales de que tratan los artículos 13 y 14 de la Ley 60 de 1993.","Gobierno Nacional y Ministerio de Salud, Orientación y regulación, Supervisión y control, Alineación con planes nacionales y territoriales, Lucha contra enfermedades, Educación y fomento en salud, Planes de desarrollo económico y social","El Gobierno y Ministerio de Salud dirigen y supervisan el sistema, alineándolo con planes nacionales y territoriales."
"LEY 100 DE 1993",171,"Órgano de dirección del sistema","Composición y secretaría técnica","El Consejo Nacional de Seguridad Social en Salud. Créase el Consejo Nacional de Seguridad Social en Salud, adscrito al Ministerio de Salud, como organismo de dirección del Sistema General de Seguridad Social en Salud, de carácter permanente, conformado por: 1. El Ministro de Salud, quien lo presidirá. 2. El Ministro de Trabajo y Seguridad Social, o su delegado. 3. El Ministro de Hacienda y Crédito Público, o su delegado. 4. Sendos representantes de las entidades departamentales y municipales de salud. 5. Dos (2) representantes de los empleadores, uno de los cuales representará la pequeña y mediana empresa y otras formas asociativas. 6. Dos (2) representantes por los trabajadores, uno de los cuales representará a los pensionados. 7. El representante legal del Instituto de Seguros Sociales. 8. Un (1) representante por las Entidades Promotoras de Salud, diferentes del Instituto de Seguros Sociales. 9. Un (1) representante de las Instituciones Prestadoras de Servicios de Salud. 10. Un (1) representante de los profesionales del área de la salud, de la asociación mayoritaria. 11. Un (1) representante de las asociaciones de usuarios de servicios de salud del sector rural. PARÁGRAFO 1. El Consejo tendrá un secretario técnico que será el Director General de Seguridad Social del Ministerio de Salud, cargo que se creará para el efecto, o quien haga sus veces. A través de esta secretaria se presentarán a consideración del Consejo los estudios técnicos que se requieran para la toma de decisiones. PARÁGRAFO 2. El Gobierno reglamentará los mecanismos de selección de los representantes no gubernamentales entre sus organizaciones mayoritarias, así como su período. PARÁGRAFO 3. Serán asesores permanentes del Consejo un representante de la Academia Nacional de Medicina, uno de la Federación Médica Colombiana, uno de la Asociación Colombiana de Facultades de Medicina, uno de la Asociación Colombiana de Hospitales y otro en representación de las Facultades de Salud Pública. PARÁGRAFO 4. Los Consejos Territoriales tendrán, en lo posible, análoga composición del Consejo Nacional, pero con la participación de las entidades o asociaciones del orden departamental, distrital o municipal.","Ministro de Salud (presidente), Ministros de Trabajo y Hacienda, Representantes territoriales de salud, Empleadores, Trabajadores, ISS, EPS, IPS, Profesionales de salud, Asociaciones de usuarios rurales, Academia Nacional de Medicina, Federación Médica, Facultades de Medicina, Asociación de Hospitales, Consejos Territoriales análogos","Define el Consejo Nacional como órgano de dirección con representación gubernamental, social y técnica, y su réplica territorial."
"LEY 100 DE 1993",172,"Funciones del Consejo Nacional de Seguridad Social en Salud","Regulación del POS, subsidios, UPC y Fondo","Funciones del Consejo Nacional de Seguridad Social en Salud. El Consejo Nacional de Seguridad Social en Salud tendrá las siguientes funciones: 1. Definir el Plan Obligatorio de Salud para los afiliados según las normas de los regímenes contributivo y subsidiado, de acuerdo con los criterios del capítulo tercero del primer título de este libro. 2. Definir el monto de la cotización de los afiliados del Sistema, dentro de los límites previstos en el artículo 204 de esta Ley. 3. Definir el valor de la Unidad de Pago por Capitación según lo dispuesto en el artículo 182 del presente libro. 4. Definir el valor por beneficiario del régimen de subsidios en salud. 5. Definir los medicamentos esenciales y genéricos que harán parte del Plan Obligatorio de Salud. 6. Definir los criterios generales de selección de los beneficiarios del régimen subsidiado de salud por parte de las entidades territoriales, dando la debida prioridad a los grupos pobres y vulnerables y de conformidad con lo dispuesto en la Ley 60 de 1993. 7. Definir el régimen de pagos compartidos de que tratan el numeral 3 del artículo 160 y los artículos 164 y 187 de la presente Ley. 8. Definir el régimen que deberán aplicar las entidades promotoras de salud para el reconocimiento y pago de las incapacidades originadas en enfermedad general y de las licencias de maternidad a los afiliados según las normas del régimen contributivo. 9. Definir las medidas necesarias para evitar la selección adversa de usuarios por parte de las entidades promotoras de salud y una distribución inequitativa de los costos de la atención de los distintos tipos de riesgo. 10. Recomendar el régimen y los criterios que debe adoptar el Gobierno Nacional para establecer las tarifas de los servicios prestados por las entidades hospitalarias en los casos de riesgos catastróficos, accidentes de tránsito y atención inicial de urgencias. 11. Reglamentar los Consejos Territoriales de Seguridad Social en Salud. 12. Ejercer las funciones de Consejo de Administración del Fondo de Solidaridad y Garantía. 13. Presentar ante las Comisiones Séptimas de Senado y Cámara, un informe anual sobre la evolución del Sistema General de Seguridad Social en Salud. 14. Adoptar su propio reglamento. 15. Las demás que le sean asignadas por Ley o que sean necesarias para el adecuado funcionamiento del Consejo. PARÁGRAFO 1. Las decisiones anteriores que tengan implicaciones fiscales y sobre la calidad del servicio público de salud requerirán el concepto favorable del Ministro de Salud. PARÁGRAFO 2. El valor de pagos compartidos y de la Unidad de Pago por Capitación, UPC, serán revisados por lo menos una vez por año, antes de iniciar la siguiente vigencia fiscal. En caso de que no se haya revisado la UPC al comenzar el año, ésta se ajustara en forma automática en una proporción igual al incremento porcentual del salario mínimo aprobado por el Gobierno Nacional el año inmediatamente anterior. PARÁGRAFO 3. Las definiciones de que tratan los numerales 1, 4, 5, 7 y 11 del presente artículo deberán ser adoptadas por el Gobierno Nacional.","Definir POS contributivo y subsidiado, Cotizaciones, Valor de UPC y subsidios, Selección de beneficiarios, Medicamentos esenciales, Pagos compartidos, Incapacidades y licencias de maternidad, Medidas contra selección adversa, Tarifas de riesgos y urgencias, Reglamentación de Consejos Territoriales, Administración del Fondo, Informes al Congreso","El Consejo regula POS, UPC, subsidios y pagos compartidos, administra el Fondo, regula Consejos Territoriales y reporta al Congreso."
"LEY 100 DE 1993",173,"Funciones del Ministerio de Salud","Regulación, supervisión y coordinación","De las funciones del Ministerio de Salud. Son funciones del Ministerio de Salud además de las consagradas en las disposiciones legales vigentes, especialmente en la Ley 10 de 1990, el Decreto-Ley 2164 de 1992 y la Ley 60 de 1993, las siguientes: 1. Formular y adoptar, en coordinación con el Ministerio de Trabajo y Seguridad Social, las políticas, estrategias, programas y proyectos para el Sistema General de Seguridad Social en Salud, de acuerdo con los planes y programas de desarrollo económico, social y ambiental que apruebe el Congreso de la República. 2. Dictar las normas científicas que regulan la calidad de los servicios y el control de los factores de riesgo, que son de obligatorio cumplimiento por todas las Entidades Promotoras de Salud y por las Instituciones Prestadoras de Servicios de Salud del Sistema General de Seguridad Social en Salud y por las direcciones seccionales, distritales y locales de salud. 3. Expedir las normas administrativas de obligatorio cumplimiento para las Entidades Promotoras de Salud, por las Instituciones Prestadoras de Servicios de Salud del Sistema General de Seguridad Social en Salud y por las direcciones seccionales, distritales y locales de salud. 4. Formular y aplicar los criterios de evaluación de la eficiencia en la gestión de las Entidades Promotoras de Salud y por las Instituciones Prestadoras de Salud del Sistema General de Seguridad Social en Salud y por las direcciones seccionales, distritales y locales de salud. 5. Elaborar los estudios y propuestas que requiera el Consejo Nacional de Seguridad Social en Salud en el ejercicio de sus funciones. 6. Ejercer la adecuada supervisión, vigilancia y control de todas las entidades comprendidas en los literales b) a h) del artículo 181 de la presente Ley y de las direcciones seccional, distrital y local de salud, excepto la Superintendencia Nacional de Salud. 7. El Ministerio de Salud reglamentará la recolección, transferencia y difusión de la información en el subsistema al que concurren obligatoriamente todos los integrantes del Sistema de Seguridad Social de Salud independientemente de su naturaleza jurídica sin perjuicio de las normas legales que regulan la reserva y exhibición de los libros de comercio. La inobservancia de este reglamento será sancionada hasta con la revocatoria de las autorizaciones de funcionamiento. PARÁGRAFO . Las funciones de que trata el presente artículo sustituyen las que corresponden al artículo 9 de la Ley 10 de 1990, en los literales a), b), e), j).","Formular políticas con Ministerio de Trabajo, Normas científicas de calidad, Normas administrativas, Evaluación de EPS e IPS, Estudios para el Consejo, Supervisión y control de entidades, Regulación de información, Sanciones por incumplimiento, Sustitución funciones Ley 10 de 1990","El Ministerio regula, supervisa, evalúa y coordina el sistema, emite normas científicas y administrativas, y reemplaza funciones de la Ley 10/1990."
